Gender;Height;Weight
Male;717.035.773.054.573;207.110.572.231.481
Male;706.782.077.440.821;205.817.295.757.818
Male;704.736.776.514.207;199.356.143.981.321
Male;684.235.864.937.691;178.620.033.231.448
Male;704.180.872.399.804;189.579.472.496.520
Male;716.763.671.720.677;20.020.620.696.213
Male;67.904.421.608.325;165.763.925.844.188
Male;630.061.801.676.474;151.350.571.899.256
Male;668.007.189.202.471;174.988.190.526.957
Male;66.017.591.670.216;174.612.100.076.323
Male;649.098.453.269.633;166.243.922.643.802
Male;685.032.610.130.771;193.982.059.494.858
Male;700.247.144.837.372;189.911.964.641.080
Male;645.489.720.237.124;148.787.471.303.952
Male;72.461.527.924.717;223.315.510.189.209
Male;699.639.120.678.988;191.065.447.505.672
Male;693.194.375.313.327;172.455.099.569.056
Male;69.573.259.797.481;191.547.176.722.161
Male;696.743.679.475.224;192.091.677.730.476
Male;692.292.191.172.492;177.592.699.608.627
Male;644.483.876.826.173;162.619.097.273.375
Male;674.512.093.255.625;177.845.988.319.030
Male;734.948.611.201.265;214.819.847.970.880
Male;709.685.634.065.889;204.410.163.253.705
Male;746.955.227.193.401;225.512.386.458.999
Male;681.880.966.668.789;190.268.425.459.741
Male;698.560.223.215.865;207.916.686.230.298
Male;671.975.110.041.172;177.313.563.708.361
Male;678.417.923.970.019;192.741.685.042.469
Male;708.769.871.061.978;218.231.538.558.013
Male;712.431.116.560.846;192.017.261.043.750
Male;744.629.865.565.583;219.812.906.452.887
Male;695.532.683.769.463;183.751.097.324.621
Male;706.070.255.239.616;183.577.380.543.142
Male;679.456.298.131.804;183.704.177.453.964
Male;72.185.992.275.691;215.868.613.523.803
Male;680.726.530.945.031;177.554.863.409.929
Male;686.403.250.785.417;176.011.959.093.185
Male;688.292.162.440.198;200.330.819.451.536
Male;680.201.882.652.601;181.986.734.456.754
Male;736.314.305.763.311;215.554.558.736.004
Male;6.735.327.100.956;171.160.451.955.719
Male;738.418.843.982.711;214.032.503.768.682
Male;663.581.208.265.962;170.053.832.577.434
Male;721.735.564.385.227;198.685.021.659.980
Male;71.408.518.163.844;205.618.956.456.024
Male;706.688.631.861.614;19.802.356.346.314
Male;658.381.692.148.508;164.988.985.581.497
Male;717.657.992.928.584;202.230.595.607.237
Male;708.687.664.141.297;201.931.535.144.540
Male;698.438.130.383.337;188.686.246.513.285
Male;70.408.748.573.255;198.738.874.084.069
Male;708.256.026.765.881;173.963.577.354.641
Male;666.756.070.565.549;183.438.337.284.452
Male;659.869.679.343.627;183.830.964.149.676
Male;685.270.580.555.406;170.888.430.806.093
Male;683.120.637.440.907;184.778.847.954.911
Male;682.628.496.555.134;169.225.034.720.373
Male;664.755.618.527.674;197.646.409.253.487
Male;643.624.802.658.162;149.457.587.374.100
Male;687.713.361.716.633;174.336.609.988.285
Male;724.337.460.247.806;200.085.232.523.965
Male;709.520.088.674.667;194.288.669.865.327
Male;725.094.255.929.879;206.749.170.891.674
Male;703.818.321.073.232;197.431.510.808.387
Male;723.375.692.151.384;216.713.477.707.922
Male;720.566.449.899.634;22.013.451.713.839
Male;700.371.149.855.241;175.978.079.815.872
Male;692.425.405.584.851;189.627.852.131.872
Male;643.694.533.300.218;154.008.091.361.488
Male;694.949.376.644.663;188.419.220.038.699
Male;64.608.098.550.389;172.315.967.408.525
Male;71.411.474.860.824;210.430.610.474.423
Male;687.537.907.220.922;175.367.969.918.661
Male;675.175.198.384.496;157.918.618.761.967
Male;694.403.382.849.517;202.308.297.333.384
Male;665.343.521.839.511;176.189.278.477.426
Male;68.089.941.436.288;178.453.013.433.888
Male;680.190.781.638.069;174.265.162.856.676
Male;661.747.938.937.256;166.680.607.855.786
Male;708.044.088.313.543;196.268.462.332.393
Male;682.125.076.940.042;192.815.177.861.212
Male;706.938.408.702.887;199.962.857.108.451
Male;718.970.446.424.071;216.053.051.514.245
Male;71.279.461.772.804;209.900.130.709.698
Male;650.990.352.791.908;164.258.462.124.584
Male;664.889.289.859.654;173.352.455.763.600
Male;720.219.745.956.485;202.746.637.492.460
Male;683.630.125.681.797;179.949.089.266.523
Male;699.221.433.981.034;181.731.834.175.094
Male;73.187.758.852.763;201.219.317.713.982
Male;686.440.703.335.837;17.254.858.762.963
Male;698.003.600.207.724;184.292.065.461.883
Male;654.207.079.382.805;16.755.203.159.963
Male;687.865.740.167.745;175.838.797.375.723
Male;66.274.407.999.872;158.387.310.490.431
Male;723.875.690.410.247;199.446.899.235.481
Male;680.396.163.344.462;174.369.476.434.232
Male;717.603.637.271.684;211.561.669.771.946
Male;709.201.445.328.627;196.835.300.359.931
Male;726.956.241.876.436;220.866.365.165.126
Male;710.838.599.660.559;207.585.582.084.626
Male;700.913.443.174.716;22.052.341.240.301
Male;716.138.860.543.854;210.039.924.523.976
Male;759.811.743.504.595;226.474.034.459.707
Male;712.996.563.664.132;199.272.274.753.083
Male;669.168.322.971.377;160.432.210.626.658
Male;711.136.247.739.351;202.993.310.739.851
Male;705.983.807.298.175;195.543.444.952.148
Male;685.081.861.509.006;183.647.248.251.892
Male;638.447.215.674.422;14.788.701.545.115
Male;688.194.304.575.907;184.718.503.166.652
Male;67.097.417.968.484;187.098.600.429.723
Male;663.265.967.615.466;163.747.154.568.295
Male;700.260.594.634.301;200.917.454.307.987
Male;656.419.185.352.144;1.702.141.084.504
Male;672.317.042.032.661;186.274.797.055.811
Male;712.939.313.747.985;202.944.771.090.379
Male;694.608.263.244.162;202.970.501.103.326
Male;688.970.191.650.767;196.136.269.159.319
Male;696.177.637.771.825;180.506.932.024.877
Male;691.376.833.523.533;188.630.073.594.756
Male;686.121.161.704.564;187.739.192.919.863
Male;648.211.556.438.604;158.877.273.572.478
Male;669.449.989.974.955;171.105.004.357.758
Male;689.395.828.813.609;18.577.874.641.179
Male;640.316.883.935.576;157.850.426.617.772
Male;669.330.784.510.431;151.199.152.884.171
Male;697.486.635.801.118;195.241.316.060.114
Male;710.942.733.128.126;188.681.388.571.309
Male;730.495.953.683.893;218.711.326.951.769
Male;743.490.130.557.742;206.017.285.254.686
Male;701.848.772.058.531;189.915.872.272.644
Male;715.269.155.551.209;212.254.428.252.453
Male;688.791.273.917.068;171.850.465.105.816
Male;676.758.559.007.358;179.299.232.124.016
Male;717.011.163.645.597;212.039.012.006.443
Male;687.920.508.077.479;1.976.794.459.518
Male;666.869.926.987.119;174.739.288.176.264
Male;73.058.463.097.391;1.955.928.859.972
Male;735.426.946.138.857;206.100.367.221.865
Male;718.277.766.229.144;198.973.565.272.060
Male;764.728.798.657.647;246.232.321.295.104
Male;709.332.502.645.594;213.244.997.948.584
Male;724.395.007.512.294;230.234.109.872.155
Male;72.099.193.048.905;212.845.611.755.792
Male;682.269.692.542.835;192.451.676.424.637
Male;677.600.946.371.582;172.216.450.569.573
Male;617.645.093.762.568;135.544.201.374.823
Male;686.949.893.379.098;195.115.896.090.981
Male;71.477.745.102.195;214.980.507.983.321
Male;716.529.255.236.951;207.069.124.877.482
Male;71.751.476.421.859;198.119.065.756.371
Male;721.623.670.923.316;207.864.317.298.000
Male;704.480.202.679.973;183.238.978.419.727
Male;682.570.470.197.552;185.646.596.436.309
Male;668.027.823.655.084;165.110.173.087.063
Male;67.452.861.842.561;160.009.408.617.561
Male;697.815.059.522.226;188.070.801.276.438
Male;674.482.236.930.392;174.387.869.104.450
Male;656.928.298.091.434;168.232.586.357.251
Male;617.953.263.595.716;135.894.447.504.341
Male;736.083.646.890.028;220.033.778.159.626
Male;64.181.482.934.993;169.800.144.021.808
Male;693.248.580.265.385;193.279.265.476.510
Male;704.047.236.835.582;19.542.271.064.384
Male;630.553.014.731.148;157.437.901.555.752
Male;677.048.782.109.221;170.136.428.196.672
Male;774.466.199.509.585;232.651.078.874.823
Male;696.746.141.599.963;177.598.009.109.881
Male;711.748.137.598.859;185.212.105.043.586
Male;679.733.503.743.945;18.502.505.666.042
Male;689.618.876.114.194;184.025.701.322.644
Male;748.609.075.999.309;225.280.819.424.265
Male;657.357.738.710.417;148.140.596.531.116
Male;674.450.406.758.823;162.844.519.064.920
Male;659.228.221.623.512;175.424.032.286.394
Male;676.615.928.273.772;172.059.555.900.311
Male;696.854.831.423.461;181.936.701.352.328
Male;713.214.760.232.179;192.947.873.561.237
Male;713.582.106.287.526;195.937.072.750.386
Male;652.827.406.626.041;163.957.634.646.130
Male;715.424.912.101.482;203.783.434.776.047
Male;670.641.239.541.523;178.514.819.597.391
Male;639.016.449.000.789;140.434.705.425.235
Male;711.651.542.686.907;194.060.584.184.096
Male;682.995.558.065.346;182.233.359.674.924
Male;687.928.775.408.471;179.086.529.417.514
Male;599.818.650.708.608;112.902.939.447.818
Male;683.620.127.243.186;188.786.166.592.441
Male;682.585.698.583.648;171.350.323.500.254
Male;750.099.443.270.489;221.454.089.079.376
Male;684.461.922.132.042;199.382.880.743.295
Male;649.854.983.591.548;159.112.310.378.071
Male;707.152.956.036.217;209.161.474.219.645
Male;744.305.013.107.653;228.375.178.875.481
Male;622.734.014.792.637;154.280.690.719.851
Male;669.047.823.374.526;164.359.962.718.780
Male;701.899.992.237.606;195.717.885.138.051
Male;710.777.660.029.665;183.727.095.501.776
Male;761.166.746.823.735;240.638.103.496.331
Male;712.767.018.317.682;205.176.109.561.169
Male;693.423.664.103.133;197.217.939.751.914
Male;680.467.959.728.592;177.123.991.036.941
Male;692.959.320.582.737;172.346.492.962.392
Male;734.912.049.380.059;218.673.755.640.913
Male;663.209.674.766.257;167.214.625.512.908
Male;718.732.522.912.439;211.322.776.441.833
Male;673.065.748.410.187;172.065.221.180.016
Male;688.785.526.310.529;18.230.909.810.641
Male;707.866.950.247.979;194.695.572.528.465
Male;699.844.049.710.536;192.144.110.491.612
Male;676.591.095.508.037;171.702.946.081.668
Male;691.624.698.844.448;190.849.070.077.584
Male;692.136.324.872.646;205.699.460.639.469
Male;680.006.259.917.706;177.601.802.567.899
Male;663.616.356.929.638;153.321.686.194.167
Male;676.714.135.494.779;174.724.534.344.994
Male;677.845.379.591.434;198.311.756.175.959
Male;668.630.397.625.652;189.409.124.116.844
Male;708.668.694.250.787;199.657.175.172.799
Male;722.447.236.216.435;203.369.881.581.884
Male;676.060.586.161.904;180.254.815.838.747
Male;696.984.479.981.389;197.052.357.044.188
Male;680.643.489.361.753;18.837.574.625.345
Male;631.182.535.820.783;160.756.703.262.985
Male;705.054.568.738.792;187.135.750.244.654
Male;742.979.207.026.757;229.094.316.921.744
Male;665.185.887.565.785;167.076.642.378.442
Male;704.656.632.518.219;182.802.806.044.838
Male;676.532.703.918.937;182.481.228.574.266
Male;683.243.794.678.531;183.215.209.343.242
Male;755.332.113.409.862;227.945.247.678.575
Male;654.782.668.048.409;164.487.098.814.841
Male;713.658.959.591.733;21.499.874.505.938
Male;721.751.368.510.111;203.963.892.048.091
Male;674.182.407.068.399;166.542.143.207.125
Male;637.032.637.399.529;152.571.178.067.106
Male;72.089.899.249.837;210.125.958.830.038
Male;655.136.231.579.644;173.178.827.365.729
Male;640.111.726.170.773;151.131.314.398.232
Male;666.594.928.467.085;182.746.513.591.033
Male;726.104.688.843.883;216.590.561.024.740
Male;67.006.480.129.285;197.799.299.766.309
Male;69.667.115.169.749;192.558.899.475.879
Male;650.785.235.017.764;174.743.509.598.687
Male;692.182.049.384.623;189.199.501.151.371
Male;672.477.025.852.977;188.002.666.869.840
Male;702.149.471.583.506;192.877.485.339.665
Male;671.703.593.519.119;186.988.740.323.602
Male;694.376.478.885.438;19.544.738.609.605
Male;706.934.242.571.042;184.941.949.261.699
Male;650.571.806.094.136;150.580.878.166.379
Male;683.717.836.935.412;188.427.798.427.743
Male;664.164.141.686.343;193.601.091.494.664
Male;711.161.766.271.985;202.655.919.318.012
Male;704.338.671.580.626;186.550.232.737.993
Male;677.517.760.693.441;188.475.320.267.361
Male;688.219.802.859.712;197.616.787.760.036
Male;726.644.055.036.027;219.877.297.797.870
Male;789.987.423.463.896;269.989.698.505.106
Male;67.175.972.358.731;176.447.504.294.775
Male;667.355.917.176.637;166.251.965.359.255
Male;670.461.168.780.053;160.156.115.646.141
Male;740.130.064.637.048;227.940.503.751.013
Male;65.194.751.388.926;154.741.692.711.312
Male;675.271.016.627.673;167.209.586.154.744
Male;677.692.941.952.837;170.296.762.912.926
Male;69.360.059.291.613;177.742.428.212.743
Male;694.356.247.137.799;178.366.554.827.108
Male;649.810.856.931.893;151.013.842.658.202
Male;680.377.335.547.962;175.445.138.090.546
Male;723.652.287.194.522;19.501.383.683.324
Male;701.336.061.249.603;202.988.055.431.583
Male;679.952.003.132.874;152.622.871.806.401
Male;670.405.897.586.907;188.605.099.476.104
Male;731.640.798.477.115;213.509.492.257.167
Male;705.751.115.437.319;194.792.540.402.055
Male;69.157.777.848.104;177.723.979.092.692
Male;739.866.900.209.496;217.579.162.265.683
Male;694.463.907.052.094;198.827.817.062.209
Male;6.947.030.446.666;183.295.606.263.358
Male;715.318.020.235.873;218.203.258.217.546
Male;722.843.969.186.324;20.754.051.320.958
Male;677.757.429.990.539;174.098.011.857.465
Male;677.998.001.022.004;182.193.273.221.945
Male;710.355.954.202.262;214.475.993.981.488
Male;683.951.640.033.857;169.634.399.045.072
Male;687.749.864.942.673;191.476.409.599.666
Male;712.340.357.837.764;200.779.898.445.710
Male;674.484.173.546.206;174.720.311.987.316
Male;668.567.174.373.183;169.375.820.795.168
Male;66.183.980.706.375;171.561.906.872.241
Male;668.749.067.066.368;168.449.683.646.485
Male;685.910.212.089.941;178.929.042.696.548
Male;639.786.612.566.585;158.207.409.568.587
Male;664.831.064.273.937;169.611.473.556.961
Male;658.693.714.983.607;167.768.237.390.181
Male;692.127.772.206.538;188.947.625.431.233
Male;735.223.109.267.346;212.866.099.174.391
Male;65.198.863.323.951;147.360.270.291.434
Male;703.362.270.993.055;214.225.885.559.486
Male;697.643.008.589.258;196.014.585.086.913
Male;706.803.962.691.179;199.508.656.245.495
Male;679.186.456.459.956;183.543.801.407.909
Male;718.835.004.211.866;211.851.700.424.867
Male;71.127.360.865.269;17.550.776.141.398
Male;670.779.311.697.598;181.526.491.908.666
Male;680.233.742.761.253;169.786.696.674.258
Male;679.681.327.760.678;194.953.452.707.325
Male;668.777.833.476.298;186.880.959.945.505
Male;703.880.860.466.344;206.902.726.781.956
Male;73.567.046.258.289;219.403.772.607.113
Male;658.065.569.179.362;154.877.629.117.978
Male;705.649.669.292.682;180.476.287.057.256
Male;680.859.207.359.008;187.310.481.870.080
Male;774.655.691.046.729;252.556.689.436.658
Male;723.935.124.291.211;209.420.947.695.632
Male;65.438.042.517.702;178.446.423.040.865
Male;659.085.274.006.312;168.221.009.034.230
Male;75.624.031.351.581;241.202.330.051.514
Male;696.434.076.511.078;195.033.700.530.063
Male;697.297.501.998.193;205.228.706.404.825
Male;690.106.416.889.045;177.586.828.357.483
Male;690.102.193.475.529;208.536.195.228.748
Male;686.981.752.201.033;184.216.697.540.227
Male;704.144.581.915.074;185.157.333.965.547
Male;678.888.425.328.838;169.250.230.857.150
Male;715.224.187.008.527;194.264.264.366.817
Male;678.399.309.381.921;166.146.108.589.911
Male;702.933.874.170.617;189.249.206.322.568
Male;708.273.825.769.591;197.925.353.850.612
Male;691.568.941.286.959;190.695.532.793.412
Male;741.478.574.749.085;211.237.967.951.941
Male;693.948.962.199.594;192.708.502.929.128
Male;725.976.629.480.473;205.095.540.164.959
Male;693.296.028.759.004;180.358.843.274.719
Male;64.259.747.389.958;161.311.622.031.900
Male;624.184.339.174.809;162.541.691.417.064
Male;662.290.956.339.519;156.676.674.742.941
Male;642.373.029.407.713;135.171.792.444.257
Male;720.852.995.257.673;210.636.523.766.533
Male;702.483.601.066.413;202.921.363.965.856
Male;658.281.957.952.779;168.421.282.630.185
Male;752.090.219.800.456;227.581.431.836.074
Male;734.628.048.017.999;22.307.017.786.921
Male;666.289.461.179.895;174.887.786.513.081
Male;671.644.730.396.849;193.392.309.166.884
Male;679.902.118.820.713;188.115.112.429.199
Male;641.247.670.013.316;152.838.649.831.156
Male;701.769.553.931.397;189.206.850.674.596
Male;695.225.670.457.475;173.976.658.825.753
Male;716.088.194.274.225;204.488.412.374.024
Male;682.777.592.692.468;182.205.420.082.896
Male;745.646.010.757.551;210.687.811.343.022
Male;726.331.067.350.844;208.066.256.946.822
Male;730.060.971.576.812;201.745.667.002.798
Male;719.605.479.216.621;208.815.055.822.955
Male;692.844.187.964.243;189.936.249.102.177
Male;67.362.064.268.148;177.375.007.662.166
Male;672.854.464.094.672;179.009.083.297.158
Male;700.941.169.135.012;167.301.408.606.857
Male;643.367.925.900.582;175.683.276.108.440
Male;698.688.828.446.104;19.571.469.296.987
Male;639.928.990.838.624;154.963.174.147.379
Male;666.931.156.219.066;185.370.620.196.101
Male;724.351.612.302.368;201.614.897.367.215
Male;696.765.282.240.288;21.171.338.512.852
Male;676.419.890.406.368;166.263.466.663.380
Male;684.148.650.588.014;188.997.022.977.755
Male;720.893.613.001.118;200.435.327.304.454
Male;702.450.921.958.255;193.012.051.655.726
Male;71.370.012.820.862;205.538.501.313.755
Male;711.034.552.596.694;201.849.475.093.177
Male;693.756.577.139.015;196.225.085.674.717
Male;701.369.472.337.517;192.782.153.682.397
Male;672.815.268.578.408;174.974.135.995.046
Male;707.430.825.518.542;201.129.382.197.899
Male;663.675.404.602.978;166.401.886.217.710
Male;67.225.929.825.744;177.306.474.665.523
Male;68.269.647.594.262;172.077.304.734.761
Male;681.704.946.616.428;178.719.105.244.279
Male;676.727.948.973.452;183.739.947.864.270
Male;664.748.368.010.421;168.897.518.041.255
Male;765.692.735.211.876;229.858.095.084.796
Male;689.635.344.504.657;187.519.514.498.714
Male;724.463.481.555.628;196.632.239.389.221
Male;680.414.607.141.863;203.161.598.329.019
Male;667.174.217.170.206;181.824.686.682.987
Male;706.729.106.676.447;18.575.988.375.147
Male;714.729.979.957.842;190.552.372.176.071
Male;715.825.546.470.589;207.924.949.003.577
Male;674.217.028.687.931;181.112.349.079.167
Male;695.335.958.060.772;200.677.823.835.259
Male;707.645.983.316.512;188.792.456.922.384
Male;676.026.625.484.407;1.495.671.682.469
Male;712.382.799.033.735;205.385.709.879.611
Male;695.821.133.204.446;214.606.055.462.764
Male;733.658.913.151.143;216.695.992.568.754
Male;73.498.412.325.145;223.413.224.318.441
Male;694.099.946.945.755;187.084.888.803.081
Male;717.878.822.732.622;221.702.505.691.943
Male;675.991.155.944.152;168.826.379.194.773
Male;676.710.443.857.597;179.187.251.256.512
Male;685.905.627.163.459;182.081.228.596.730
Male;713.527.309.913.091;208.337.046.818.561
Male;679.355.070.420.684;207.683.864.875.999
Male;674.380.469.454.298;173.230.659.998.737
Male;699.942.899.154.843;212.056.980.674.965
Male;685.175.785.353.356;187.901.374.763.361
Male;666.926.712.875.303;158.733.411.950.259
Male;684.813.088.502.541;185.765.866.647.311
Male;739.878.545.196.903;200.584.185.743.067
Male;73.334.107.636.586;222.866.199.735.729
Male;725.608.161.732.327;208.657.945.903.000
Male;676.751.478.717.208;1.935.865.353.569
Male;699.385.869.453.601;204.181.186.883.414
Male;6.532.533.031.817;16.305.514.228.224
Male;681.661.063.295.858;197.179.570.385.407
Male;692.627.590.362.177;206.733.530.945.646
Male;700.314.406.479.355;197.692.756.439.348
Male;69.028.915.972.653;174.479.935.117.332
Male;691.422.729.406.844;175.832.446.550.486
Male;667.821.872.958.244;176.611.992.901.323
Male;694.541.359.481.042;194.820.667.547.117
Male;7.145.613.950.513;2.096.777.853.537
Male;703.519.975.852.191;187.820.473.129.580
Male;720.881.801.034.979;219.296.601.248.835
Male;692.507.757.859.547;176.251.744.913.945
Male;667.003.203.830.076;164.034.219.272.782
Male;68.074.619.757.401;176.977.425.541.785
Male;634.151.658.902.191;156.129.232.829.763
Male;674.275.147.301.254;177.115.331.747.636
Male;705.097.942.501.667;191.357.118.845.178
Male;686.635.939.323.027;184.262.796.213.996
Male;671.261.355.945.304;170.043.604.968.565
Male;695.146.035.094.702;174.215.001.443.927
Male;599.386.496.524.854;141.459.578.916.043
Male;680.252.604.758.265;160.085.290.018.413
Male;676.244.772.604.476;193.769.780.239.924
Male;696.677.240.187.454;216.731.633.459.018
Male;673.500.077.013.417;18.958.386.209.989
Male;672.407.156.671.749;18.166.223.674.898
Male;713.791.800.149.684;205.872.457.528.787
Male;687.001.244.073.467;186.812.060.623.585
Male;633.993.496.538.682;152.130.506.079.927
Male;722.187.361.478.107;198.388.265.212.198
Male;699.322.707.815.918;185.787.303.663.375
Male;644.895.748.475.673;166.704.316.001.462
Male;715.825.515.145.273;192.727.036.250.921
Male;697.119.378.069.138;201.152.847.636.991
Male;69.968.216.193.196;188.766.505.678.706
Male;722.540.714.452.639;187.612.181.934.069
Male;717.953.186.765.601;204.260.258.830.279
Male;669.649.019.847.839;190.373.598.547.610
Male;68.269.014.261.786;196.843.333.927.174
Male;670.359.290.230.292;175.452.167.682.807
Male;657.409.721.305.617;178.106.266.737.452
Male;691.230.578.419.663;179.024.645.043.399
Male;711.632.216.520.385;203.279.407.190.787
Male;682.096.830.916.399;174.321.828.734.599
Male;694.732.270.432.208;206.744.339.245.614
Male;681.447.609.508.474;181.265.824.807.129
Male;63.458.860.002.728;165.747.828.805.705
Male;675.113.580.364.166;176.085.424.269.687
Male;659.373.519.436.693;160.490.289.220.020
Male;718.937.415.683.906;203.220.867.405.978
Male;648.041.404.853.487;165.604.490.445.990
Male;717.296.112.873.384;203.621.207.666.061
Male;657.045.390.313.265;173.058.822.994.667
Male;72.858.079.634.616;216.064.745.309.942
Male;702.227.782.355.916;185.945.007.739.211
Male;655.628.041.481.892;162.521.915.643.865
Male;674.970.151.395.353;178.786.913.695.361
Male;648.211.713.800.995;166.776.837.931.805
Male;695.987.769.458.794;173.922.130.447.017
Male;676.719.844.516.121;182.015.225.519.155
Male;719.065.923.582.893;212.876.015.229.567
Male;664.520.384.909.345;174.913.816.677.933
Male;681.060.020.651.049;186.582.536.426.182
Male;650.779.018.941.258;165.313.806.839.966
Male;730.719.769.487.447;20.679.014.203.395
Male;666.565.205.921.956;172.937.957.941.029
Male;669.334.135.583.024;183.085.375.588.415
Male;696.129.901.512.832;184.198.451.873.963
Male;691.044.985.054.162;183.404.685.767.611
Male;654.826.708.328.615;174.529.056.452.169
Male;647.216.222.191.692;15.061.945.722.694
Male;690.304.914.203.637;183.852.038.225.363
Male;629.489.510.330.904;154.059.125.493.671
Male;68.003.463.799.582;186.369.952.686.245
Male;675.251.055.082.847;180.056.549.443.701
Male;651.939.877.041.466;156.286.199.055.648
Male;697.706.685.472.737;169.749.522.023.692
Male;748.803.080.235.834;236.360.677.960.665
Male;67.672.652.670.073;169.810.674.958.778
Male;704.896.205.409.174;188.798.292.951.655
Male;644.853.902.915.506;159.378.629.571.107
Male;743.974.590.270.399;212.636.167.793.697
Male;650.940.645.340.457;165.862.942.977.357
Male;714.107.543.170.012;189.204.802.539.803
Male;716.515.242.841.932;18.498.181.425.035
Male;670.040.762.692.562;190.555.592.352.721
Male;693.464.738.927.624;181.851.584.428.601
Male;685.365.827.248.447;18.129.525.646.113
Male;726.076.974.070.845;221.175.596.114.028
Male;682.358.861.491.826;186.742.654.116.017
Male;711.366.968.657.054;191.317.269.283.196
Male;683.236.676.403.245;183.586.860.436.387
Male;705.733.264.895.945;213.059.851.128.224
Male;69.030.771.726.533;183.728.880.770.479
Male;68.266.586.787.432;186.289.792.971.552
Male;711.706.116.015.316;200.356.641.747.284
Male;703.246.996.352.912;199.013.268.539.426
Male;62.108.640.349.289;145.768.215.981.202
Male;691.551.140.432.006;178.751.727.209.640
Male;642.573.893.787.447;158.028.620.579.154
Male;69.509.323.943.647;192.594.226.632.306
Male;735.846.783.015.337;215.755.104.589.064
Male;734.053.573.956.574;209.260.758.499.741
Male;661.664.652.340.974;174.175.176.595.102
Male;718.602.732.247.586;198.407.146.347.278
Male;685.865.538.742.055;187.288.478.865.185
Male;666.227.393.753.642;166.631.749.453.768
Male;702.887.387.369.666;192.737.926.737.728
Male;704.023.192.554.236;190.828.037.444.581
Male;73.487.295.469.423;209.974.958.477.984
Male;643.601.355.568.853;175.085.125.541.678
Male;677.780.817.309.766;182.164.432.334.564
Male;718.432.786.362.585;202.152.955.387.985
Male;689.162.928.314.408;192.632.402.702.021
Male;68.055.400.218.734;176.249.659.285.991
Male;637.703.629.870.608;161.002.115.230.281
Male;668.912.382.865.693;191.102.989.265.346
Male;687.838.728.276.878;187.635.463.802.389
Male;67.803.603.739.297;158.347.245.692.258
Male;632.731.514.962.835;143.248.671.752.226
Male;67.378.319.443.287;186.677.088.387.516
Male;640.629.521.897.044;166.685.112.465.687
Male;740.345.977.469.417;217.815.797.987.992
Male;71.317.651.009.031;19.875.247.096.451
Male;704.094.367.996.334;206.346.938.652.321
Male;695.600.329.019.007;187.491.500.656.212
Male;623.467.160.461.908;139.196.621.068.627
Male;713.532.087.785.568;209.309.880.125.881
Male;708.688.075.125.817;199.508.654.365.893
Male;637.541.488.655.653;156.460.632.901.291
Male;66.685.825.149.981;179.297.684.282.303
Male;670.548.033.920.279;169.814.525.371.342
Male;727.385.925.117.877;190.282.758.630.298
Male;634.724.141.868.824;141.096.824.886.518
Male;711.705.874.712.953;185.051.728.818.797
Male;644.645.502.964.371;157.310.480.696.028
Male;66.408.718.905.892;177.146.418.687.725
Male;672.041.088.078.578;168.982.091.609.734
Male;712.535.351.070.399;205.353.927.314.775
Male;664.882.661.651.719;170.989.832.607.274
Male;717.234.906.243.437;202.268.277.404.949
Male;679.799.625.190.845;184.374.878.270.726
Male;675.811.265.877.706;180.853.935.558.147
Male;680.350.952.876.528;162.124.431.514.500
Male;649.637.723.936.137;165.070.582.829.592
Male;685.417.285.354.561;187.321.635.984.211
Male;679.508.375.310.481;178.702.061.027.292
Male;768.063.436.350.608;227.220.342.792.631
Male;657.634.935.034.213;163.230.840.261.037
Male;703.653.926.348.662;185.297.115.112.021
Male;683.125.196.930.066;186.120.002.390.678
Male;694.892.466.712.537;187.843.253.324.295
Male;714.961.402.371.602;192.887.289.170.862
Male;612.268.286.608.375;153.520.978.630.761
Male;700.240.514.023.442;197.255.376.590.188
Male;759.933.603.294.536;231.347.400.923.535
Male;657.399.612.130.522;145.991.682.489.195
Male;673.608.239.966.572;198.893.883.187.425
Male;703.998.742.879.326;203.537.194.767.087
Male;663.842.319.328.963;162.017.030.191.035
Male;678.565.390.825.337;191.710.332.303.504
Male;756.943.140.029.078;235.136.674.227.533
Male;614.610.130.865.399;135.511.115.650.790
Male;593.806.495.599.258;136.391.005.519.883
Male;663.928.549.260.601;186.066.678.088.675
Male;710.913.321.748.536;198.030.957.907.615
Male;69.576.571.845.724;192.466.355.504.937
Male;672.855.980.659.836;182.518.199.763.126
Male;736.216.771.468.202;225.293.143.906.792
Male;704.562.985.483.542;187.518.140.769.157
Male;65.134.165.695.608;138.654.827.915.664
Male;683.600.721.836.798;176.413.500.728.368
Male;648.463.013.698.296;157.718.438.434.822
Male;711.594.004.820.348;192.351.116.685.837
Male;628.131.554.356.113;153.495.897.463.749
Male;656.087.684.647.238;152.913.063.657.854
Male;729.658.800.157.952;202.624.892.849.943
Male;660.442.680.742.162;17.079.874.387.414
Male;703.410.581.098.996;206.235.470.111.623
Male;649.399.896.121.834;133.511.983.471.512
Male;658.732.341.058.732;174.498.555.669.522
Male;646.139.756.312.696;153.281.212.195.716
Male;669.835.356.404.729;173.663.573.094.459
Male;70.019.504.685.774;196.250.331.636.822
Male;65.105.442.700.628;149.106.918.776.500
Male;672.591.979.443.731;181.673.354.241.019
Male;719.800.094.541.378;191.016.162.221.626
Male;684.972.345.081.854;192.339.740.712.785
Male;709.471.139.157.593;202.047.112.302.666
Male;646.829.084.798.005;160.789.864.174.721
Male;69.080.666.511.316;174.391.088.447.286
